Id,Predicted
201,0.0099846255
202,0.1491674
203,0.99967694
204,0.9992373
205,0.998872
206,0.070767686
207,0.0001552662
208,0.31565484
209,0.85514474
210,0.99999976
211,0.83013654
212,0.9995172
213,0.99964607
214,0.9999409
215,0.896541
216,1.0
217,1.0
218,0.99998903
219,0.5365673
220,9.1244554e-05
221,0.99963236
222,0.0022343474
223,0.99889684
224,0.8969631
225,0.0033258875
226,0.9992446
227,0.99849
228,0.9729189
229,1.0
230,0.9050545
231,0.00058794464
232,0.21801452
233,0.99982184
234,0.9999999
235,0.999331
236,0.3796901
237,0.0105428165
238,0.99999976
239,8.820493e-06
240,0.00015428156
241,0.23758769
242,0.0016894338
243,0.9956311
244,0.04141971
245,0.999967
246,0.0010204148
247,1.7254002e-05
248,3.8854003e-05
249,1.0
250,5.3602957e-06
251,9.771302e-07
252,0.93731046
253,8.397015e-06
254,0.9999908
255,0.004739724
256,0.999676
257,1.0
258,0.97438693
259,0.24500382
260,0.9975567
261,1.7445884e-05
262,1.0
263,0.9999999
264,0.8803488
265,4.1710464e-05
266,0.0005096489
267,0.999711
268,0.81227976
269,0.91722614
270,0.9981199
271,0.36376414
272,0.00020451745
273,0.98353726
274,0.9999995
275,0.6377798
276,0.80353236
277,0.74870867
278,9.718387e-05
279,0.9999999
280,0.2674575
281,0.8540665
282,0.5089976
283,0.002886365
284,2.0528765e-05
285,0.9367959
286,0.0023166984
287,0.4907666
288,0.0033928067
289,6.242065e-05
290,0.00020254946
291,0.9743697
292,0.00044611117
293,0.9999933
294,0.99346524
295,0.9992593
296,0.998409
297,1.0
298,3.6344015e-06
299,0.030983258
300,0.8984348
301,0.0033496674
302,0.9967259
303,0.9966067
304,0.0066684536
305,0.9993975
306,0.065651536
307,0.000534609
308,0.9994363
309,0.071029164
310,0.9997607
311,0.9998565
312,1.0
313,0.9999927
314,0.99999976
315,0.9999999
316,0.5965004
317,6.9611147e-06
318,0.8861367
319,0.054166075
320,0.6607768
321,0.8008616
322,0.892906
323,0.5333331
324,0.0001400425
325,0.8881048
326,0.59780985
327,0.8934315
328,0.2005112
329,0.9995103
330,0.90457433
331,0.0009727798
332,0.0016401752
333,0.9998055
334,0.9996538
335,0.034825403
336,0.9999999
337,0.9008047
338,0.08298849
339,0.99829847
340,0.0027192584
341,4.979803e-07
342,0.8505167
343,0.2818022
344,0.6409739
345,0.76336324
346,0.33613756
347,0.8929365
348,0.0324743
349,0.99933356
350,0.00015691367
351,0.9999504
352,2.42125e-05
353,0.8728502
354,0.9954815
355,0.8779802
356,0.97811335
357,0.976838
358,0.017689034
359,0.99966323
360,0.31864837
361,0.88332844
362,0.99925524
363,0.68785685
364,0.99966884
365,0.9998215
366,3.9782037e-05
367,0.8185014
368,0.8530715
369,0.99923694
370,0.43406016
371,0.9221479
372,0.89116573
373,0.9999995
374,2.1250285e-05
375,0.9969414
376,0.999613
377,0.99996245
378,0.87496674
379,0.9375296
380,0.9999999
381,0.9014898
382,0.9805305
383,0.027370654
384,0.9982798
385,0.99999964
386,0.99999976
387,0.999987
388,3.821772e-06
389,0.00036667136
390,0.5632028
391,1.0
392,0.8895904
393,0.022460537
394,0.99999666
395,0.8824336
396,0.47752723
397,0.8782869
398,1.4879852e-07
399,0.15410611
400,0.99960595
401,0.99975055
402,0.09394489
403,0.87486345
404,0.99876654
405,0.9650899
406,0.99972504
407,0.19944961
408,0.8993879
409,0.7819981
410,0.9999831
411,0.97942346
412,0.0033706229
413,0.8970503
414,0.88697064
415,0.29836893
416,0.99957114
417,0.9728442
418,0.88757986
419,0.87342155
420,0.0011750348
421,4.113634e-05
422,0.7084429
423,0.005296916
424,0.4926044
425,0.0007529599
426,0.9998685
427,0.0078109126
428,0.0005618733
429,1.0259209e-08
430,0.9993507
431,0.4032364
432,0.14392427
433,0.4757353
434,0.9392679
435,0.9993284
436,0.9987124
437,0.99999976
438,0.9999999
439,0.88594663
440,0.99999344
441,0.99923766
442,0.9999999
443,0.0005433472
444,0.9999999
445,2.389068e-05
446,0.8838067
447,1.0
448,0.00015577457
449,0.00016375408
450,0.9417773
451,4.2703225e-05
452,0.9996388
453,0.067359164
454,0.8997105
455,0.00432044
456,0.9983858
457,0.99934095
458,0.81675833
459,0.9999999
460,0.9999995
461,0.8919559
462,0.0003797944
463,0.19944961
464,0.9993211
465,1.2643793e-06
466,0.00047672147
467,0.059943136
468,0.9999707
469,0.00027149066
470,2.3028439e-05
471,0.89315546
472,0.0058131325
473,0.9997782
474,0.94034183
475,0.89765966
476,1.0
477,0.8976932
478,0.26873028
479,0.9982493
480,0.99993503
481,0.020431403
482,1.4657682e-05
483,0.19113433
484,0.00018231844
485,0.9796856
486,1.0
487,6.8403565e-06
488,0.99316436
489,0.9936155
490,0.011422376
491,0.07842196
492,0.89914536
493,0.8524194
494,0.8925726
495,1.0
496,0.010991087
497,4.9422704e-07
498,0.25274813
499,1.71879e-05
500,0.9918107
501,0.9997919
502,0.034570035
503,0.9989208
504,0.8987755
505,0.99979407
506,0.89075595
507,0.050455462
508,0.9998518
509,0.99947053
510,0.99988174
511,0.005662799
512,0.9996675
513,0.99999964
514,0.89510965
515,0.9992754
516,0.9513865
517,0.007337757
518,0.018417154
519,0.951442
520,0.99986446
521,0.9999999
522,0.0017930734
523,0.99898666
524,0.47574303
525,0.9999634
526,0.9072048
527,0.87388116
528,0.9999995
529,0.99933124
530,0.9998099
531,0.89137995
532,0.9959163
533,0.0012516386
534,0.8805392
535,0.93921435
536,3.2808377e-05
537,0.31320468
538,0.35924274
539,0.98636407
540,3.702888e-05
541,0.99996984
542,0.9999893
543,2.492163e-05
544,0.0011928941
545,0.94351727
546,0.99914217
547,0.9770397
548,0.9999999
549,0.9826067
550,0.99952924
551,3.3451615e-05
552,6.289052e-05
553,0.80021566
554,0.0011939075
555,0.9991159
556,0.0013103131
557,0.99934095
558,0.0028081266
559,0.8176797
560,0.89533514
561,0.9997564
562,0.99982965
563,0.30433133
564,0.8586762
565,0.00011650023
566,0.84910613
567,0.32687116
568,0.49834552
569,0.04227702
570,0.98589534
571,0.005823735
572,0.87388915
573,0.9995584
574,0.00012035972
575,0.99832314
576,0.9999989
577,0.44458857
578,0.99999964
579,0.00042625764
580,0.00015517505
581,0.024562728
582,0.94895935
583,0.99999976
584,7.640408e-06
585,0.9999999
586,0.9999987
587,0.00079354725
588,0.99999964
589,0.00020362105
590,0.99726844
591,0.99933124
592,0.99790996
593,0.00074446225
594,0.870983
595,0.99812764
596,0.8629099
597,0.17502257
598,0.88518035
599,0.5480802
600,0.013247339
601,0.23047629
602,0.0013643755
603,0.00022290486
604,0.0014609639
605,0.0022830747
606,0.0015513077
607,0.001161706
608,0.88185954
609,0.022977412
610,0.03584424
611,0.022273207
612,0.0005368387
613,0.89162856
614,2.6394217e-05
615,5.8703057e-07
616,0.05237744
617,0.99959093
618,8.2054197e-07
619,0.9984193
620,0.9978528
621,0.027158527
622,0.9999784
623,0.8912951
624,0.999778
625,0.999985
626,0.99091864
627,0.93349165
628,0.9998342
629,0.9821187
630,0.98603654
631,0.33183
632,0.010482423
633,0.01932037
634,0.9999968
635,0.999461
636,0.19944961
637,1.0
638,0.045850728
639,0.99997497
640,0.9999794
641,4.901299e-07
642,0.85493684
643,0.0014838022
644,1.0
645,0.99995255
646,0.0031068174
647,0.9999964
648,0.30520838
649,0.031274077
650,1.0
651,0.0006707174
652,0.00033149187
653,0.36173022
654,0.99999964
655,0.020952592
656,0.00031093464
657,0.59342664
658,6.786849e-05
659,0.8777239
660,0.9999999
661,0.9221442
662,1.0
663,0.29962915
664,1.0
665,0.99999905
666,0.0015288797
667,0.87948066
668,0.012222851
669,0.2430595
670,0.9998566
671,1.0
672,0.935894
673,0.00015633345
674,0.9999906
675,0.72437245
676,0.70908153
677,0.001051663
678,0.028490331
679,0.27453205
680,0.9980872
681,0.9999912
682,0.99999976
683,0.88751686
684,1.5646417e-07
685,0.8782958
686,0.8926294
687,0.99999964
688,0.9985677
689,0.99999976
690,0.9992824
691,0.2272301
692,0.9934002
693,0.98588735
694,0.0004710426
695,7.230698e-09
696,0.7567479
697,0.999798
698,0.99985564
699,0.888817
700,0.43134493
701,0.8822712
702,1.0
703,0.068644375
704,0.13359673
705,0.9989322
706,0.82160884
707,0.8796057
708,0.9973865
709,0.9843938
710,0.984657
711,0.9997004
712,0.040886957
713,0.89445686
714,0.9999999
715,0.99777114
716,0.3174737
717,0.48763114
718,0.00070007535
719,0.0064702453
720,0.35971487
721,0.2989942
722,0.003947497
723,0.87768704
724,0.9510064
725,0.9999851
726,0.8540594
727,0.9890942
728,1.0
729,1.0
730,2.8593999e-05
731,0.002542159
732,0.21904413
733,0.99999964
734,0.00019021172
735,0.14943671
736,0.71328473
737,0.00018967927
738,0.6329865
739,0.9966882
740,0.0019833625
741,0.9996377
742,0.9996283
743,0.9995012
744,5.1056636e-06
745,0.9997886
746,0.062152524
747,0.6327142
748,0.43506584
749,0.9999993
750,0.0010123603
751,0.99990106
752,0.90225816
753,1.0
754,0.119055964
755,0.034353197
756,0.0010202389
757,0.9941434
758,0.99092114
759,0.10185202
760,0.0005541912
761,0.0014617096
762,0.9997714
763,0.8830824
764,0.93306357
765,0.9984012
766,0.45477888
767,1.0
768,0.11820327
769,0.99995375
770,5.0335508e-05
771,1.4879852e-07
772,0.99854505
773,0.876676
774,0.8987475
775,0.99959666
776,0.99979717
777,0.012161438
778,0.9999925
779,0.7882516
780,3.994741e-05
781,0.1238841
782,0.67758167
783,0.99814093
784,0.9904079
785,0.00016886114
786,0.21427318
787,0.22462618
788,0.99958307
789,0.9746899
790,0.9272301
791,0.5183495
792,0.0003953183
793,0.050503645
794,1.0
795,0.000120529476
796,1.7841285e-07
797,0.016162673
798,0.9970848
799,0.9999776
800,0.10220828
801,0.99999976
802,0.9989318
803,0.99999917
804,0.022996577
805,0.116151944
806,0.9992861
807,0.5729281
808,0.8852515
809,0.9999999
810,0.88846797
811,0.9999378
812,0.99950445
813,0.9995926
814,0.9991749
815,0.87583643
816,0.9987123
817,0.99940276
818,0.99309254
819,0.99961805
820,0.999532
821,0.33807322
822,1.0448336e-15
823,1.0
824,0.9995492
825,0.99990165
826,0.004342469
827,0.99999094
828,0.6378133
829,0.99999976
830,0.9161668
831,0.10147588
832,0.7788945
833,0.7982772
834,0.9999999
835,0.9994116
836,0.9796596
837,7.882435e-05
838,0.9997701
839,0.93416977
840,0.016978232
841,0.37275127
842,1.0
843,0.99945396
844,0.65819734
845,0.8981761
846,0.99999356
847,0.9987947
848,0.8400736
849,0.90143925
850,0.89696836
851,0.8253703
852,0.23010269
853,2.4839652e-05
854,0.0424022
855,0.8206659
856,0.99700934
857,0.5902391
858,0.35722834
859,0.054325685
860,0.9999999
861,0.9999995
862,0.013247339
863,2.0657758e-07
864,0.9993906
865,0.030054474
866,0.19707575
867,0.9888575
868,0.99649304
869,0.00014267082
870,0.0010015907
871,0.28218883
872,0.9999293
873,0.23063155
874,0.9992563
875,0.8819613
876,0.0007644053
877,0.9993449
878,0.9652213
879,0.89931405
880,0.58229744
881,0.76608825
882,0.57062215
883,0.042485896
884,0.986214
885,3.669577e-05
886,0.0071475147
887,0.029361153
888,1.4879852e-07
889,0.00040322336
890,0.00032580993
891,0.95880306
892,0.79258907
893,0.50529194
894,4.84512e-05
895,0.99998105
896,5.3443546e-06
897,0.99999976
898,0.99711514
899,0.32973722
900,0.9859984
901,0.99763453
902,0.7726901
903,0.99616975
904,0.4911608
905,0.19944961
906,0.8908792
907,0.022067105
908,4.7874375e-05
909,0.9718188
910,0.44700477
911,0.9996076
912,0.9999832
913,0.99835914
914,0.003954911
915,0.76519024
916,0.31500167
917,0.42644784
918,0.0027526047
919,0.89947206
920,0.0024511
921,1.4999559e-07
922,2.7599152e-05
923,0.9998281
924,2.4721085e-06
925,0.000417422
926,0.9999999
927,0.20172991
928,0.9993079
929,0.0046340427
930,0.9998223
931,0.9469147
932,0.998787
933,0.9995254
934,0.031013897
935,0.9994804
936,0.040407278
937,0.0007133105
938,0.93873405
939,0.99924797
940,0.00031067894
941,0.9999999
942,0.008308453
943,0.0004671846
944,0.9998234
945,0.0008122374
946,2.5973774e-05
947,0.32036644
948,0.9870367
949,0.9925029
950,0.04812517
951,0.9999521
952,0.99987185
953,1.0
954,0.9957989
955,0.99873704
956,0.7366199
957,0.99942064
958,0.005554583
959,0.9999937
960,0.9989015
961,0.99999976
962,0.23934232
963,0.99999976
964,0.05109955
965,2.4472522e-05
966,0.03062373
967,0.99999964
968,0.0065539586
969,0.28750986
970,2.4582974e-05
971,0.41549703
972,0.0004309057
973,0.00012465907
974,0.99999917
975,0.8814634
976,0.9547219
977,0.8862942
978,0.7649786
979,0.99999964
980,0.99890804
981,0.9971474
982,1.0
983,0.99944896
984,0.91857874
985,0.99980074
986,0.9991875
987,0.9996575
988,0.9999999
989,0.9998109
990,1.0
991,0.9999999
992,0.0045348424
993,0.9999492
994,0.014947071
995,0.012247399
996,0.6338534
997,0.99862814
998,0.9992229
999,0.9987884
1000,7.268308e-05
1001,0.030655751
1002,0.17343014
1003,0.89764
1004,0.0006170059
1005,1.8593584e-05
1006,0.00030082336
1007,0.037598196
1008,0.0043973187
1009,0.64173603
1010,0.99999976
1011,0.99930644
1012,0.9991373
1013,0.99819475
1014,0.011122328
1015,0.997276
1016,0.24270369
1017,1.0
1018,0.9999999
1019,0.9374081
1020,0.013247339
1021,0.0023780013
1022,0.00044711784
1023,1.0
1024,0.99932647
1025,0.97322583
1026,2.8903335e-07
1027,0.9999988
1028,7.057047e-06
1029,1.667602e-05
1030,0.7592306
1031,0.0006062707
1032,3.1217414e-06
1033,0.99883157
1034,0.8805952
1035,0.46656853
1036,0.0002456197
1037,0.90047073
1038,0.047542144
1039,0.999446
1040,0.96337974
1041,0.00090442173
1042,0.9609874
1043,0.69231266
1044,0.99988604
1045,0.00041969132
1046,0.9946095
1047,0.99999976
1048,0.9991658
1049,0.9055005
1050,0.86898196
1051,0.99998546
1052,1.0
1053,0.004100021
1054,0.0012465412
1055,0.20112637
1056,6.2417956e-07
1057,0.87634856
1058,0.40371573
1059,0.05967733
1060,0.9999999
1061,0.87369263
1062,0.0039053205
1063,0.99936706
1064,0.9715161
1065,0.0034244545
1066,0.861112
1067,0.9960169
1068,0.5369708
1069,0.99998415
1070,0.0010860659
1071,0.9537176
1072,0.0032906719
1073,0.998432
1074,0.0032938637
1075,1.0
1076,0.99999595
1077,0.99931324
1078,2.9259929e-05
1079,0.44660488
1080,0.98491216
1081,0.9999999
1082,0.011590237
1083,1.0
1084,0.9999999
1085,0.020888567
1086,0.0016732392
1087,6.021041e-07
1088,0.9999999
1089,0.0089468965
1090,0.99979407
1091,0.035459276
1092,0.999846
1093,0.88768244
1094,0.9999989
1095,0.0049384567
1096,0.81347924
1097,0.87401825
1098,0.015750365
1099,0.9989605
1100,0.99987435
1101,0.9988997
1102,0.7957208
1103,1.7740859e-09
1104,0.8908904
1105,0.50336915
1106,0.00037912838
1107,0.9869049
1108,1.0
1109,0.028793106
1110,0.9999994
1111,0.05757127
1112,0.00014745849
1113,0.9988954
1114,0.999998
1115,0.8536003
1116,0.108963035
1117,0.9990792
1118,0.09331514
1119,0.98220783
1120,0.99998295
1121,0.9937377
1122,0.9995455
1123,0.88311034
1124,0.9981462
1125,0.9999205
1126,0.9999999
1127,0.99992526
1128,0.7551844
1129,0.9985638
1130,0.9999999
1131,0.05918488
1132,0.9999999
1133,0.9323806
1134,0.9997886
1135,0.9981256
1136,0.0004448124
1137,0.89317226
1138,8.585538e-07
1139,1.4879852e-07
1140,0.9996642
1141,0.0006369544
1142,0.98682004
1143,0.9996388
1144,0.00018652645
1145,0.4173498
1146,0.50219357
1147,0.8568032
1148,0.8755918
1149,0.14156
1150,0.99859875
1151,1.0
1152,0.9981546
1153,0.00023028706
1154,0.894672
1155,0.1277844
1156,0.99976975
1157,0.85309476
1158,0.9967146
1159,0.99959916
1160,1.0
1161,0.21023452
1162,0.18232626
1163,8.236088e-06
1164,0.0003423974
1165,0.99887687
1166,0.9999826
1167,1.0
1168,0.8582994
1169,0.9997377
1170,3.2544536e-05
1171,9.998238e-10
1172,0.47445145
1173,0.9192891
1174,0.9969566
1175,0.89834565
1176,0.9999999
1177,0.644005
1178,0.00016112812
1179,0.9999999
1180,0.9221995
1181,0.28685907
1182,0.9398588
1183,0.9999269
1184,0.9935116
1185,0.0048489007
1186,0.99999964
1187,0.85809976
1188,0.19944961
1189,1.3346224e-08
1190,6.6322525e-07
1191,0.5007401
1192,0.9997626
1193,0.89478725
1194,0.999984
1195,0.6674417
1196,0.9999995
1197,0.99997187
1198,0.8927585
1199,0.8525787
1200,0.17134231
1201,0.007549256
1202,0.9997985
1203,0.9990177
1204,0.99998057
1205,0.055116195
1206,0.28823003
1207,0.9121691
1208,0.991533
1209,0.9990246
1210,0.0020690411
1211,0.81228036
1212,0.56769115
1213,0.98653525
1214,0.7967787
1215,0.9904683
1216,0.99976426
1217,0.9728968
1218,0.8900665
1219,0.028114002
1220,0.99966204
1221,0.00037616456
1222,0.98747665
1223,0.00013686332
1224,0.98561656
1225,0.03268679
1226,0.19035144
1227,0.000260212
1228,0.9999999
1229,0.0027124728
1230,0.028715733
1231,0.11405453
1232,0.9265033
1233,0.00022830175
1234,5.0228533e-07
1235,2.3832288e-05
1236,0.9999999
1237,0.99999976
1238,0.9999753
1239,0.77798563
1240,0.8168433
1241,0.5998033
1242,1.171783e-05
1243,0.9021999
1244,0.62675065
1245,0.0034180814
1246,0.885579
1247,0.9999999
1248,0.7801
1249,0.00020508197
1250,0.8779494
1251,0.8816832
1252,2.1188189e-06
1253,0.005121894
1254,0.89669055
1255,0.19944961
1256,0.02789821
1257,0.89665115
1258,0.9993315
1259,0.98627406
1260,1.0
1261,0.8853926
1262,0.57083386
1263,0.044038076
1264,0.056260537
1265,0.013247339
1266,0.9999999
1267,0.9981505
1268,1.0
1269,0.0001327101
1270,0.17066425
1271,7.174229e-05
1272,0.9739864
1273,0.9799595
1274,0.99940145
1275,0.025792362
1276,0.9033274
1277,0.007528363
1278,0.89033175
1279,0.7516161
1280,0.90010756
1281,0.99999976
1282,0.50994724
1283,0.90502596
1284,0.0016887529
1285,0.23041852
1286,0.99973375
1287,0.9193759
1288,0.9998253
1289,0.60199994
1290,0.8982489
1291,0.00036509195
1292,0.9930078
1293,0.17164855
1294,0.63580054
1295,0.9996531
1296,0.7008044
1297,1.0
1298,0.8870063
1299,0.9851033
1300,0.09564163
1301,0.01794818
1302,0.9230705
1303,0.07173992
1304,0.07071405
1305,0.88647777
1306,0.8806244
1307,0.9989378
1308,0.87888724
1309,0.895102
1310,0.029481592
1311,1.0
1312,0.99990714
1313,0.9512669
1314,0.9999999
1315,0.001506815
1316,0.20992494
1317,0.003541031
1318,0.48990554
1319,0.9861734
1320,0.88778985
1321,0.9851472
1322,0.023980707
1323,0.54626536
1324,0.99974364
1325,0.00031935764
1326,0.61632013
1327,0.80683964
1328,0.9351202
1329,0.98410827
1330,1.0
1331,0.9999987
1332,0.99962664
1333,0.9968066
1334,0.19791259
1335,0.999923
1336,0.85670155
1337,0.013059342
1338,0.0010175054
1339,0.99839514
1340,1.0
1341,0.07071405
1342,0.23874997
1343,0.000888123
1344,0.0031925591
1345,0.99999774
1346,0.999859
1347,0.8856147
1348,0.8862184
1349,0.89166504
1350,0.9998654
1351,0.6412455
1352,0.99999964
1353,8.6083463e-07
1354,0.30557004
1355,0.9870566
1356,0.7163766
1357,0.8795673
1358,0.99999976
1359,3.386789e-06
1360,0.99930644
1361,0.13832587
1362,0.9999999
1363,0.9996076
1364,0.9982326
1365,0.29719114
1366,0.87641215
1367,0.04549606
1368,1.4879852e-07
1369,0.9879985
1370,0.72429484
1371,0.9995229
1372,0.8881398
1373,0.9780798
1374,7.806598e-07
1375,0.07071405
1376,0.8910373
1377,0.9953472
1378,0.99852043
1379,0.99999964
1380,0.07071405
1381,0.99997854
1382,3.078053e-05
1383,0.99831593
1384,0.046511345
1385,1.0
1386,0.00045025654
1387,0.9999999
1388,0.93983287
1389,0.0012266944
1390,0.99960154
1391,0.18116747
1392,0.9988757
1393,0.009292225
1394,0.49125642
1395,0.79395854
1396,0.6516227
1397,4.4660425e-07
1398,0.9999453
1399,0.99890494
1400,0.061420027
1401,0.9995209
1402,0.4686171
1403,1.0886555e-06
1404,0.99999905
1405,0.9046152
1406,0.5366609
1407,0.99942255
1408,9.379954e-05
1409,0.016585119
1410,0.00012237711
1411,0.9993125
1412,0.19944961
1413,0.0007831846
1414,0.8620037
1415,0.058092207
1416,0.6183746
1417,0.002383136
1418,0.004992755
1419,1.50495e-05
1420,0.0008734164
1421,0.9134308
1422,0.8948784
1423,0.0045283395
1424,0.9003189
1425,0.757555
1426,8.912864e-07
1427,0.19944961
1428,0.027962603
1429,0.8878391
1430,0.9999999
1431,0.0025082785
1432,0.99938524
1433,0.011056419
1434,0.9997601
1435,0.99905807
1436,0.99955875
1437,0.9997384
1438,0.70742214
1439,0.9999893
1440,0.9999999
1441,0.9987876
1442,0.9903071
1443,0.99933773
1444,0.9999995
1445,0.0059582326
1446,0.07625388
1447,0.9994868
1448,0.36666766
1449,0.5275164
1450,0.82132775
1451,0.9680811
1452,0.66647744
1453,0.9450101
1454,0.70564264
1455,0.99999976
1456,0.9842726
1457,0.9999968
1458,0.0089468965
1459,0.89268714
1460,0.23368293
1461,0.9992901
1462,0.9995844
1463,0.99395823
1464,0.5134966
1465,0.89709973
1466,2.9965615e-05
1467,0.17834085
1468,0.9568483
1469,0.00274044
1470,0.9824195
1471,0.7794613
1472,0.0018364317
1473,4.840899e-07
1474,3.5205623e-05
1475,0.99945825
1476,0.9999863
1477,0.99982965
1478,0.9989299
1479,0.42881486
1480,0.9738739
1481,0.9442347
1482,0.9999999
1483,0.07071405
1484,0.9771184
1485,0.8743394
1486,0.90465003
1487,1.0
1488,0.9999999
1489,0.66503286
1490,0.9997002
1491,0.9999999
1492,0.99892527
1493,0.87424666
1494,0.99967444
1495,0.0021211992
1496,0.99999976
1497,4.690355e-06
1498,0.99947196
1499,0.002453413
1500,2.923291e-07
1501,3.3685465e-05
1502,0.0021583994
1503,0.9991027
1504,0.9994679
1505,0.99717593
1506,3.1971504e-05
1507,0.91612774
1508,0.99096745
1509,0.00011640372
1510,0.8935224
1511,0.9974458
1512,0.99965274
1513,0.97890913
1514,0.89115673
1515,1.0
1516,0.03218512
1517,5.6442116e-07
1518,1.5486667e-06
1519,2.9402474e-06
1520,2.529306e-05
1521,0.999998
1522,0.9999999
1523,0.99999976
1524,0.9999999
1525,0.9747779
1526,0.9994906
1527,0.9999542
1528,0.9999999
1529,3.6602174e-05
1530,0.004674597
1531,0.0015742045
1532,0.8635647
1533,0.32777116
1534,0.96541524
1535,0.315423
1536,0.02576609
1537,0.9842808
1538,0.9984059
1539,0.020465609
1540,0.4094033
1541,0.005525233
1542,0.99898714
1543,0.6427218
1544,0.8799583
1545,0.9999999
1546,0.99984
1547,0.8928673
1548,0.99981457
1549,5.806956e-05
1550,0.00069869665
1551,1.4255372e-06
1552,0.015275281
1553,0.99999976
1554,0.4697549
1555,0.99999905
1556,0.9422265
1557,0.8914909
1558,0.8616196
1559,0.03780694
1560,0.07071405
1561,0.88181543
1562,0.99937916
1563,0.9515692
1564,0.9999999
1565,0.004043643
1566,0.00075943687
1567,0.9997863
1568,1.0
1569,0.89123607
1570,0.89757717
1571,0.9966294
1572,1.0
1573,0.99102354
1574,0.8326396
1575,0.99996483
1576,0.9919417
1577,1.2439129e-05
1578,0.3648523
1579,0.99939334
1580,0.9027356
1581,0.100366145
1582,0.7750947
1583,0.9993303
1584,0.001337422
1585,0.53305084
1586,0.19829047
1587,0.9935954
1588,0.00026849203
1589,0.8842963
1590,0.0002094433
1591,1.0667101e-05
1592,0.30311185
1593,0.98220474
1594,0.99996746
1595,1.711547e-05
1596,0.9999999
1597,0.99999964
1598,0.9677347
1599,0.19944961
1600,0.90048546
1601,0.0021607918
1602,0.002737218
1603,1.0
1604,0.8793203
1605,0.0038809946
1606,0.9999999
1607,0.9999999
1608,1.0
1609,0.99987614
1610,0.5298532
1611,0.9990829
1612,0.9742079
1613,0.000101211845
1614,0.9841971
1615,0.0018965697
1616,0.9998528
1617,0.9999405
1618,1.077327e-05
1619,0.88646656
1620,0.0010169308
1621,0.90502423
1622,0.3454808
1623,0.99363625
1624,0.9995023
1625,0.02671995
