,92_0_sum,92_0_mean,93_1_sum,93_1_mean,94_2_sum,94_2_mean,95_3_sum,95_3_mean,96_4_sum,96_4_mean,97_5_sum,97_5_mean,98_6_sum,98_6_mean,99_7_sum,99_7_mean,100_8_sum,100_8_mean,101_9_sum,101_9_mean,y
22,348.0,1.4204081,3706.0,15.126531,6087.0,24.844898,735.75854,3.003096,18.0,0.073469386,28.0,0.114285715,0.0,0.0,10.0,0.040816326,0.0,0.0,0.0,0.0,1
23,1573.0,1.573,14714.23,14.714231,26669.0,26.669,3130.6375,3.1306374,43.0,0.043,42.0,0.042,0.0,0.0,107.0,0.107,0.0,0.0,2.0,0.002,1
24,21.0,0.4375,756.1666,15.753471,1360.0,28.333334,54.785175,1.1413578,12.0,0.25,10.0,0.20833333,0.0,0.0,2.0,0.041666668,0.0,0.0,1.0,0.020833334,0
25,191.0,1.1506025,4107.167,24.74197,6979.0,42.042168,477.40088,2.8759089,28.0,0.16867469,32.0,0.19277108,0.0,0.0,53.0,0.3192771,0.0,0.0,0.0,0.0,1
26,2116.0,3.2207003,7492.9517,11.404797,21766.0,33.129375,2209.0955,3.362398,51.0,0.07762557,27.0,0.04109589,0.0,0.0,13.0,0.019786911,0.0,0.0,2.0,0.00304414,1
27,181.0,0.50138503,3007.0,8.329639,4341.0,12.024931,446.07437,1.235663,14.0,0.038781162,8.0,0.022160664,0.0,0.0,11.0,0.030470913,0.0,0.0,0.0,0.0,0
28,204.0,1.1333333,4253.0,23.627777,7595.0,42.194443,488.72763,2.7151535,27.0,0.15,33.0,0.18333334,0.0,0.0,54.0,0.3,0.0,0.0,0.0,0.0,0
29,507.0,0.507,10082.0,10.082,18254.0,18.254,1279.8867,1.2798867,486.0,0.486,4.0,0.004,0.0,0.0,4.0,0.004,0.0,0.0,0.0,0.0,1
30,1093.0,1.093,18057.045,18.057045,34748.0,34.748,2275.3826,2.2753825,54.0,0.054,55.0,0.055,0.0,0.0,206.0,0.206,0.0,0.0,6.0,0.006,1
31,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3109.4263,3.1094263,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
32,21.0,0.42857143,756.1666,15.431972,1360.0,27.755102,54.624294,1.1147815,12.0,0.24489796,10.0,0.20408164,0.0,0.0,2.0,0.040816326,0.0,0.0,1.0,0.020408163,0
33,611.0,1.3399123,5678.0,12.451755,9816.0,21.526316,1210.4622,2.6545222,48.0,0.10526316,61.0,0.13377193,0.0,0.0,22.0,0.048245613,0.0,0.0,1.0,0.0021929825,1
34,567.0,0.567,21662.5,21.6625,38209.0,38.209,1460.0054,1.4600054,441.0,0.441,5.0,0.005,0.0,0.0,74.0,0.074,0.0,0.0,0.0,0.0,1
35,1006.0,1.32021,16789.016,22.03283,34696.0,45.53281,1909.949,2.5064948,51.0,0.06692913,41.0,0.053805776,0.0,0.0,206.0,0.27034122,0.0,0.0,3.0,0.003937008,1
36,24.0,0.47058824,910.5,17.852942,1522.0,29.843138,65.90558,1.2922662,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
37,422.0,0.8577236,5941.0,12.075203,11574.0,23.524391,869.66785,1.7676176,25.0,0.050813008,13.0,0.026422765,0.0,0.0,57.0,0.11585366,0.0,0.0,0.0,0.0,1
38,179.0,1.034682,4673.0,27.01156,7409.0,42.82659,484.4709,2.8004098,30.0,0.1734104,10.0,0.057803467,0.0,0.0,76.0,0.43930635,0.0,0.0,0.0,0.0,0
39,524.0,0.96146786,8868.339,16.27218,16143.0,29.620184,1032.7744,1.8949989,151.0,0.27706423,23.0,0.042201836,0.0,0.0,59.0,0.108256884,0.0,0.0,3.0,0.005504587,1
40,24.0,0.47058824,865.8333,16.977123,1385.0,27.156862,66.47757,1.3034817,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,1
41,1762.0,1.762,9414.064,9.414064,19314.0,19.314,2548.692,2.548692,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
42,171.0,0.7953488,5174.0,24.065117,8055.0,37.465115,455.2987,2.1176684,10.0,0.046511628,14.0,0.06511628,0.0,0.0,51.0,0.2372093,0.0,0.0,0.0,0.0,1
43,4117.0,4.117,10866.573,10.866573,40340.0,40.34,3175.675,3.1756752,162.0,0.162,39.0,0.039,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
44,558.0,1.0314233,11240.625,20.777494,19737.0,36.48244,1309.1095,2.4197958,50.0,0.09242144,30.0,0.055452865,0.0,0.0,103.0,0.19038817,0.0,0.0,0.0,0.0,1
45,137.0,1.0458015,2780.0,21.221375,4800.0,36.64122,327.406,2.4992826,18.0,0.13740458,31.0,0.23664123,0.0,0.0,27.0,0.20610687,0.0,0.0,0.0,0.0,0
46,3553.0,3.553,9871.547,9.871547,31093.0,31.093,3243.1162,3.2431161,6.0,0.006,50.0,0.05,10.0,0.01,13.0,0.013,0.0,0.0,5.0,0.005,0
47,1752.0,1.752,16034.39,16.03439,31742.0,31.742,3092.7778,3.0927777,30.0,0.03,35.0,0.035,0.0,0.0,146.0,0.146,0.0,0.0,2.0,0.002,0
48,1874.0,2.6886656,7869.015,11.289835,19502.0,27.979914,2333.815,3.3483715,40.0,0.05738881,51.0,0.07317073,0.0,0.0,15.0,0.021520803,0.0,0.0,1.0,0.0014347202,1
49,5804.0,5.804,18172.293,18.172293,99838.0,99.838,2669.1887,2.6691887,141.0,0.141,66.0,0.066,0.0,0.0,181.0,0.181,0.0,0.0,12.0,0.012,1
50,1011.0,1.011,26440.566,26.440567,50196.0,50.196,2383.999,2.383999,85.0,0.085,57.0,0.057,0.0,0.0,267.0,0.267,1.0,0.001,0.0,0.0,1
51,469.0,1.5685619,3700.75,12.37709,6713.0,22.451506,914.9545,3.0600486,22.0,0.073578596,16.0,0.053511705,0.0,0.0,2.0,0.006688963,0.0,0.0,0.0,0.0,0
52,128.0,1.024,2625.0,21.0,4449.0,35.592,308.06076,2.4644861,15.0,0.12,29.0,0.232,0.0,0.0,24.0,0.192,0.0,0.0,0.0,0.0,0
53,1181.0,1.181,7674.3335,7.6743336,14661.0,14.661,2134.959,2.134959,6.0,0.006,159.0,0.159,0.0,0.0,42.0,0.042,4.0,0.004,0.0,0.0,1
54,287.0,0.287,5256.0,5.256,8865.0,8.865,692.6889,0.6926889,7.0,0.007,20.0,0.02,0.0,0.0,59.0,0.059,0.0,0.0,0.0,0.0,0
55,397.0,1.2215384,3356.3333,10.327179,6041.0,18.587692,785.40924,2.4166439,35.0,0.10769231,17.0,0.05230769,0.0,0.0,15.0,0.046153847,0.0,0.0,0.0,0.0,1
56,1816.0,1.816,9349.562,9.349562,19461.0,19.461,2612.3113,2.6123114,100.0,0.1,60.0,0.06,0.0,0.0,26.0,0.026,0.0,0.0,29.0,0.029,1
57,1764.0,1.764,9430.828,9.430828,19347.0,19.347,2551.4106,2.5514107,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
58,863.0,0.863,13014.995,13.014996,14585.0,14.585,2626.6443,2.6266444,671.0,0.671,0.0,0.0,0.0,0.0,2.0,0.002,0.0,0.0,2.0,0.002,1
59,845.0,0.845,16530.166,16.530167,28307.0,28.307,1849.4458,1.8494458,58.0,0.058,38.0,0.038,14.0,0.014,164.0,0.164,0.0,0.0,2.0,0.002,0
60,467.0,0.467,4962.0,4.962,6767.0,6.767,1170.7336,1.1707337,16.0,0.016,16.0,0.016,0.0,0.0,17.0,0.017,0.0,0.0,0.0,0.0,1
61,128.0,1.0158731,2625.0,20.833334,4449.0,35.309525,308.02237,2.444622,15.0,0.11904762,29.0,0.23015873,0.0,0.0,24.0,0.1904762,0.0,0.0,0.0,0.0,0
62,305.0,1.3436123,2403.8647,10.589712,4811.0,21.193832,497.9478,2.1936028,15.0,0.066079296,24.0,0.105726875,0.0,0.0,6.0,0.026431719,0.0,0.0,1.0,0.004405286,1
63,932.0,0.932,5327.907,5.327907,11265.0,11.265,1653.7852,1.6537851,22.0,0.022,46.0,0.046,1.0,0.001,2.0,0.002,0.0,0.0,1.0,0.001,1
64,38.0,0.6229508,876.6667,14.371585,1494.0,24.491804,87.792114,1.439215,6.0,0.09836066,10.0,0.16393442,0.0,0.0,2.0,0.032786883,0.0,0.0,0.0,0.0,1
65,1044.0,1.044,41502.5,41.5025,43536.0,43.536,4187.0605,4.1870604,954.0,0.954,6.0,0.006,0.0,0.0,6.0,0.006,0.0,0.0,1.0,0.001,1
66,21.0,0.42857143,764.8334,15.608845,1378.0,28.12245,54.49835,1.1122112,12.0,0.24489796,10.0,0.20408164,0.0,0.0,2.0,0.040816326,0.0,0.0,1.0,0.020408163,0
67,926.0,0.926,11517.0,11.517,19716.0,19.716,2032.4598,2.0324597,94.0,0.094,29.0,0.029,0.0,0.0,90.0,0.09,0.0,0.0,0.0,0.0,1
68,1069.0,1.069,18324.566,18.324566,29277.0,29.277,2459.982,2.459982,181.0,0.181,28.0,0.028,0.0,0.0,159.0,0.159,0.0,0.0,1.0,0.001,1
69,1260.0,1.7475728,8175.5,11.339112,15492.0,21.486824,2436.4531,3.3792694,31.0,0.04299584,18.0,0.024965325,0.0,0.0,14.0,0.019417476,0.0,0.0,0.0,0.0,1
70,473.0,1.5559211,3568.828,11.739566,6746.0,22.19079,837.2335,2.7540576,21.0,0.069078945,57.0,0.1875,0.0,0.0,6.0,0.019736841,0.0,0.0,1.0,0.0032894737,1
71,1737.0,1.737,25536.926,25.536926,42283.0,42.283,2181.125,2.181125,397.0,0.397,38.0,0.038,3.0,0.003,102.0,0.102,6.0,0.006,7.0,0.007,1
72,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3104.2344,3.1042345,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
73,7174.0,7.174,30302.086,30.302086,103513.0,103.513,2610.5264,2.6105263,354.0,0.354,33.0,0.033,4.0,0.004,39.0,0.039,8.0,0.008,11.0,0.011,1
74,137.0,1.0538461,2786.8335,21.437181,4813.0,37.023075,327.03577,2.5156598,18.0,0.13846155,31.0,0.23846154,0.0,0.0,27.0,0.20769231,0.0,0.0,0.0,0.0,0
75,348.0,1.4262295,3706.0,15.188524,6087.0,24.946722,735.78986,3.0155323,18.0,0.07377049,28.0,0.114754096,0.0,0.0,10.0,0.040983606,0.0,0.0,0.0,0.0,1
76,1542.0,1.542,29240.994,29.240993,92184.0,92.184,3040.001,3.040001,116.0,0.116,125.0,0.125,2.0,0.002,322.0,0.322,242.0,0.242,0.0,0.0,1
77,1764.0,1.764,9319.406,9.3194065,19125.0,19.125,2550.8416,2.5508416,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
78,757.0,0.9934383,17450.83,22.901352,33002.0,43.30971,1500.5675,1.9692487,254.0,0.33333334,29.0,0.038057745,0.0,0.0,89.0,0.1167979,0.0,0.0,3.0,0.003937008,1
79,204.0,1.1333333,4253.0,23.627777,7595.0,42.194443,488.52304,2.714017,27.0,0.15,33.0,0.18333334,0.0,0.0,54.0,0.3,0.0,0.0,0.0,0.0,0
80,1768.0,1.768,9363.091,9.3630905,19211.0,19.211,2558.2334,2.5582335,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
81,116.0,1.6338028,679.0,9.56338,1319.0,18.577465,225.11429,3.1706238,0.0,0.0,3.0,0.04225352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82,206.0,1.1381216,4304.1665,23.779926,7698.0,42.530388,493.56592,2.7268834,29.0,0.160221,35.0,0.19337016,0.0,0.0,54.0,0.29834256,0.0,0.0,0.0,0.0,0
83,278.0,1.0901961,3242.1042,12.714134,5234.0,20.52549,565.9297,2.2193322,20.0,0.078431375,27.0,0.105882354,0.0,0.0,18.0,0.07058824,0.0,0.0,2.0,0.007843138,1
84,911.0,1.5572649,6773.167,11.578063,11958.0,20.441025,1855.3519,3.1715417,17.0,0.02905983,27.0,0.046153847,0.0,0.0,8.0,0.013675214,0.0,0.0,0.0,0.0,1
85,4116.0,4.116,10843.74,10.84374,40280.0,40.28,3176.141,3.176141,159.0,0.159,39.0,0.039,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
86,1791.0,1.791,9273.723,9.273723,19219.0,19.219,2592.633,2.592633,97.0,0.097,60.0,0.06,0.0,0.0,26.0,0.026,0.0,0.0,28.0,0.028,1
87,1600.0,1.6,29768.0,29.768,67087.0,67.087,3197.1218,3.1971219,0.0,0.0,2.0,0.002,0.0,0.0,612.0,0.612,0.0,0.0,0.0,0.0,1
88,4097.0,4.097,10661.674,10.661674,40065.0,40.065,3111.333,3.111333,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
89,1789.0,1.789,9375.434,9.375434,19421.0,19.421,2592.7427,2.5927427,97.0,0.097,60.0,0.06,0.0,0.0,26.0,0.026,0.0,0.0,28.0,0.028,1
90,1230.0,1.23,24273.727,24.273727,46915.0,46.915,2359.0337,2.3590336,139.0,0.139,39.0,0.039,10.0,0.01,213.0,0.213,5.0,0.005,0.0,0.0,0
91,26.0,0.4642857,1010.5,18.044643,1709.0,30.517857,71.178474,1.2710441,11.0,0.19642857,13.0,0.23214285,0.0,0.0,4.0,0.071428575,0.0,0.0,1.0,0.017857144,0
92,207.0,1.3892617,2418.052,16.228537,8131.0,54.57047,215.35709,1.4453496,41.0,0.2751678,3.0,0.020134227,0.0,0.0,6.0,0.040268455,0.0,0.0,0.0,0.0,1
93,1458.0,1.458,27846.758,27.846758,58504.0,58.504,3040.2793,3.0402794,57.0,0.057,57.0,0.057,0.0,0.0,329.0,0.329,0.0,0.0,0.0,0.0,1
94,21.0,0.42857143,764.8334,15.608845,1378.0,28.12245,54.46449,1.1115202,12.0,0.24489796,10.0,0.20408164,0.0,0.0,2.0,0.040816326,0.0,0.0,1.0,0.020408163,0
95,2128.0,2.128,12834.451,12.834451,43609.0,43.609,1971.4044,1.9714044,238.0,0.238,57.0,0.057,0.0,0.0,67.0,0.067,0.0,0.0,7.0,0.007,1
96,1760.0,1.76,9396.17,9.39617,19278.0,19.278,2548.3506,2.5483506,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
97,4078.0,4.078,10654.24,10.654241,39901.0,39.901,3104.2612,3.1042612,159.0,0.159,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
98,972.0,0.972,9108.5,9.1085,15920.0,15.92,2061.9097,2.0619097,89.0,0.089,30.0,0.03,0.0,0.0,56.0,0.056,0.0,0.0,0.0,0.0,1
99,1672.0,1.672,17242.936,17.242935,32697.0,32.697,3288.0266,3.2880266,82.0,0.082,33.0,0.033,0.0,0.0,107.0,0.107,0.0,0.0,2.0,0.002,1
100,4079.0,4.079,10656.573,10.656573,39920.0,39.92,3104.9343,3.1049342,160.0,0.16,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
101,4078.0,4.078,10654.24,10.654241,39901.0,39.901,3102.692,3.102692,159.0,0.159,38.0,0.038,0.0,0.0,14.0,0.014,0.0,0.0,6.0,0.006,1
102,1493.0,1.493,15113.5,15.1135,26009.0,26.009,3098.7827,3.0987828,250.0,0.25,19.0,0.019,0.0,0.0,18.0,0.018,0.0,0.0,0.0,0.0,1
103,1468.0,1.468,29387.242,29.387241,91480.0,91.48,2933.4424,2.9334424,135.0,0.135,108.0,0.108,2.0,0.002,323.0,0.323,243.0,0.243,0.0,0.0,1
104,1269.0,1.269,28237.855,28.237856,56582.0,56.582,2608.0986,2.6080987,142.0,0.142,51.0,0.051,0.0,0.0,368.0,0.368,0.0,0.0,2.0,0.002,1
105,21.0,0.4375,756.1666,15.753471,1360.0,28.333334,54.58097,1.1371036,12.0,0.25,10.0,0.20833333,0.0,0.0,2.0,0.041666668,0.0,0.0,1.0,0.020833334,0
106,206.0,1.1381216,4317.833,23.85543,7724.0,42.674034,493.149,2.72458,29.0,0.160221,35.0,0.19337016,0.0,0.0,54.0,0.29834256,0.0,0.0,0.0,0.0,0
107,3157.0,3.157,13771.284,13.771284,35974.0,35.974,2490.0728,2.4900727,107.0,0.107,69.0,0.069,1.0,0.001,76.0,0.076,0.0,0.0,7.0,0.007,0
108,137.0,1.0458015,2786.8335,21.273539,4813.0,36.74046,326.6566,2.4935617,18.0,0.13740458,31.0,0.23664123,0.0,0.0,27.0,0.20610687,0.0,0.0,0.0,0.0,0
109,597.0,0.9723127,12088.339,19.687849,22593.0,36.796417,1226.0483,1.9968214,224.0,0.36482084,23.0,0.037459284,0.0,0.0,59.0,0.0960912,0.0,0.0,3.0,0.0048859934,1
110,481.0,1.4620061,8603.69,26.151035,15343.0,46.635258,1014.7593,3.0843747,20.0,0.060790274,43.0,0.13069908,1.0,0.0030395137,97.0,0.29483283,2.0,0.0060790274,1.0,0.0030395137,0
111,1146.0,1.146,20609.953,20.609953,35523.0,35.523,2601.9106,2.6019106,51.0,0.051,75.0,0.075,1.0,0.001,223.0,0.223,61.0,0.061,3.0,0.003,0
112,976.0,0.976,9163.0,9.163,16029.0,16.029,2068.7263,2.0687263,89.0,0.089,31.0,0.031,0.0,0.0,56.0,0.056,0.0,0.0,0.0,0.0,1
113,21.0,0.4375,756.1666,15.753471,1360.0,28.333334,54.64805,1.138501,12.0,0.25,10.0,0.20833333,0.0,0.0,2.0,0.041666668,0.0,0.0,1.0,0.020833334,0
114,115.0,0.7012195,4964.5454,30.271618,5945.0,36.25,334.95966,2.0424368,22.0,0.13414635,3.0,0.018292682,0.0,0.0,51.0,0.3109756,0.0,0.0,1.0,0.0060975607,0
115,936.0,0.936,14842.765,14.842765,30561.0,30.561,1595.9309,1.5959309,57.0,0.057,20.0,0.02,0.0,0.0,183.0,0.183,0.0,0.0,1.0,0.001,1
116,1521.0,1.521,35753.39,35.75339,66115.0,66.115,3208.4414,3.2084415,294.0,0.294,29.0,0.029,0.0,0.0,318.0,0.318,0.0,0.0,0.0,0.0,0
117,136.0,0.136,2298.1665,2.2981665,4475.0,4.475,290.0774,0.2900774,9.0,0.009,10.0,0.01,0.0,0.0,37.0,0.037,0.0,0.0,0.0,0.0,1
118,479.0,0.479,5738.0,5.738,11376.0,11.376,954.97266,0.9549727,9.0,0.009,23.0,0.023,0.0,0.0,70.0,0.07,5.0,0.005,0.0,0.0,1
119,24.0,0.47058824,862.5,16.911764,1378.0,27.019608,66.085655,1.2957971,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
120,1816.0,1.816,9350.403,9.350404,19463.0,19.463,2612.8896,2.6128898,100.0,0.1,60.0,0.06,0.0,0.0,26.0,0.026,0.0,0.0,29.0,0.029,1
121,24.0,0.47058824,865.8333,16.977123,1385.0,27.156862,66.29834,1.2999674,8.0,0.15686275,10.0,0.19607843,0.0,0.0,4.0,0.078431375,0.0,0.0,0.0,0.0,0
122,1375.0,1.375,21298.984,21.298985,36200.0,36.2,2865.7427,2.8657427,278.0,0.278,47.0,0.047,0.0,0.0,88.0,0.088,0.0,0.0,1.0,0.001,1
123,1820.0,1.82,9645.614,9.645615,19863.0,19.863,2630.231,2.630231,101.0,0.101,60.0,0.06,0.0,0.0,28.0,0.028,0.0,0.0,29.0,0.029,1
124,388.0,1.665236,2558.0537,10.978771,5643.0,24.218884,606.36896,2.6024418,14.0,0.060085837,52.0,0.22317597,0.0,0.0,4.0,0.017167382,0.0,0.0,1.0,0.0042918455,1
125,137.0,1.0538461,2793.6667,21.489744,4826.0,37.123077,327.6357,2.5202746,18.0,0.13846155,31.0,0.23846154,0.0,0.0,27.0,0.20769231,0.0,0.0,0.0,0.0,0
126,30.0,0.5555556,869.5,16.101852,1442.0,26.703703,74.952156,1.3880029,7.0,0.12962963,8.0,0.14814815,0.0,0.0,2.0,0.037037037,0.0,0.0,0.0,0.0,1
127,30.0,0.5555556,869.5,16.101852,1442.0,26.703703,76.461395,1.4159517,7.0,0.12962963,8.0,0.14814815,0.0,0.0,2.0,0.037037037,0.0,0.0,0.0,0.0,1
128,1719.0,1.719,8935.223,8.935223,18534.0,18.534,2467.2876,2.4672875,98.0,0.098,56.0,0.056,0.0,0.0,26.0,0.026,0.0,0.0,28.0,0.028,1
129,1124.0,1.124,27392.85,27.392849,55850.0,55.85,2511.1128,2.5111127,233.0,0.233,26.0,0.026,2.0,0.002,244.0,0.244,18.0,0.018,0.0,0.0,0
130,1556.0,1.556,6136.7344,6.1367345,17034.0,17.034,1397.5339,1.3975339,173.0,0.173,5.0,0.005,0.0,0.0,5.0,0.005,0.0,0.0,2.0,0.002,1
131,64.0,0.82051283,1094.0,14.025641,1808.0,23.179487,146.92969,1.883714,6.0,0.07692308,20.0,0.25641027,0.0,0.0,2.0,0.025641026,0.0,0.0,0.0,0.0,0
132,1618.0,1.618,54395.664,54.395664,107874.0,107.874,4042.8088,4.042809,65.0,0.065,47.0,0.047,0.0,0.0,701.0,0.701,0.0,0.0,0.0,0.0,0
133,507.0,0.507,10082.0,10.082,18254.0,18.254,1279.8867,1.2798867,486.0,0.486,4.0,0.004,0.0,0.0,4.0,0.004,0.0,0.0,0.0,0.0,1
134,26.0,0.4642857,1010.5,18.044643,1709.0,30.517857,71.26945,1.2726687,11.0,0.19642857,13.0,0.23214285,0.0,0.0,4.0,0.071428575,0.0,0.0,1.0,0.017857144,0
135,1762.0,1.762,9312.223,9.3122225,19110.0,19.11,2547.402,2.5474021,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
136,972.0,0.972,9105.5,9.1055,15914.0,15.914,2061.3396,2.0613396,89.0,0.089,30.0,0.03,0.0,0.0,56.0,0.056,0.0,0.0,0.0,0.0,1
137,4225.0,4.225,3153.5178,3.1535177,26455.0,26.455,2211.2588,2.211259,3.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
138,1762.0,1.762,9414.275,9.414275,19314.0,19.314,2548.4785,2.5484786,98.0,0.098,57.0,0.057,0.0,0.0,28.0,0.028,0.0,0.0,28.0,0.028,1
139,64.0,0.82051283,1088.1667,13.950856,1797.0,23.038462,146.95125,1.8839904,6.0,0.07692308,20.0,0.25641027,0.0,0.0,2.0,0.025641026,0.0,0.0,0.0,0.0,0
140,416.0,0.9004329,6767.6167,14.648521,12458.0,26.965368,786.833,1.7031018,119.0,0.25757575,33.0,0.071428575,0.0,0.0,57.0,0.12337662,0.0,0.0,5.0,0.010822511,1
141,36.0,0.64285713,491.0,8.767858,564.0,10.071428,90.60086,1.6178725,0.0,0.0,1.0,0.017857144,0.0,0.0,4.0,0.071428575,0.0,0.0,0.0,0.0,0
142,204.0,1.1270719,4259.833,23.534988,7608.0,42.03315,488.53857,2.6991081,27.0,0.14917128,33.0,0.18232045,0.0,0.0,54.0,0.29834256,0.0,0.0,0.0,0.0,0
